No,Name,Normal Price,Discounted Price,Specifications,URL
Print Precision (Layer Thickness) : 0.1 - 0.4mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS, PLA, Wood and TPU
-----
No.of Extruders: One
-----
3D Printing Software: Cura
Supported File Formats: STL, Gcode 
Operating System: Windows/Mac
-----
Power Requirements: 110-220V
Connectivity (Interface): USB, SD card
-----
Electronics (Motherboard): Designed by our company
-----
Machine weight: 20 Kg
Machine Dimensions: 480 x 370 x 410 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/cbot-ck1-3d-printer

88,Createbot Mini FDM 3D Printer V 2.0,$750 USD,$630 USD,"Manufacturer Warranty: 6 Months
-----
Print size ( X Y Z ): 150 x 150 x 220 mm
Print Speed: 40 to 60 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1 to 0.3 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA, ABS,PETG, Wood, PVA and Flexible Filaments. 
Print Plate Size: 150x150mm
-----
Chassis: Full Metal
Extruder Type: Direct Drive
No.of Extruders: Two
Print Plate (Build Platform): Heated Bed
-----
3D Printing Software: Createbot software
Supported File Formats: STL, OBJ, DAE, BMP
Operating System: Windows/MAC/Linux
-----
Power Requirements: 100 to 240 V, 120 W
Connectivity (Interface): USB and SD card reader

-----

Electronics (Motherboard): Ultimaker Motherboard
-----
Machine weight: 11 kg
Shipping box weight: 15 kg
Machine Dimensions: 325 x 303 x 428 mm
Shipping box dimensions: 380 x 360 x 495 mm
Shipping Location: China.
Lead Time (Processing/Handling Time): 2 to 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/createbot-mini-fdm-3d-printer

89,UP Mini - Easy Use 3D Printer,$599 USD,,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 120 x 120 x 120 mm
Layer Resolution: 200 microns 
Print Precision (Layer Thickness) : 0.2 to 0.4 mm 
Filament Compatibility  : ABS & PLA
-----
Chassis: Metal?enclosed
No.of Extruders: One
Print Plate (Build Platform): Heated with Perf Board
Print Head/Hotend/Nozzle Type: Single, modular, for easy installation
-----
3D Printing Software: UP Software â€¢ 3D files for printable spare parts
Supported File Formats: STL?UP3?UPP
Operating System: Windows/MAC
-----
Power Requirements: 110-240VAC?50-60 Hz?180W
Connectivity (Interface): USB
-----
Machine weight: 6 Kg
Shipping box weight: 10 Kg
Shipping Location: USA
Lead Time (Processing/Handling Time): 5 days",https://www.3dprintersonlinestore.com/3d-printers/up-mini-easy-use-3d-printer

90,Mmuse - Touch Screen APP WIFI Smart 3D Printer,$585 USD,,"Manufacturer Warranty: 3 Months
-----
Print size ( X Y Z ): 180 x 170 x 160 mm
Print Speed: 40 to 60 mm/sec
Layer Resolution: 50 Microns
Print Precision (Layer Thickness) : 0.05 to 0.4 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS & PLA
-----
Chassis: Metal Frame
No.of Extruders: One
Print Plate (Build Platform): HeatBed
-----
3D Printing Software: Cura
Supported File Formats: STL, Gcode
Operating System: Windows/MAC/Linux
-----
Power Requirements: 100-240V AC, 350 W
-----
Shipping box weight: 16 Kg
Shipping box dimensions: 410*398*425mm
Shipping Location: China
Lead Time (Processing/Handling Time): 5 Buisness days",https://www.3dprintersonlinestore.com/3d-printers/mmuse-wifi-app-smart-3d-printer

91,Mbot Mini Desktop 3d printer,$565 USD,,"Manufacturer Warranty: 1 Year for electronics
-----
Print size ( X Y Z ): 140 x 140 x 135 mm
Print Speed: 50 to 120mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1mm-0.3mm
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : ABS and PLA (Recommended)
Print in dual color: No
Print in multi color: No
-----
Chassis: Aluminium Alloy
Extruder Type: MK8

-----
No.of Extruders: One
Print Plate (Build Platform): Glass fiber 
Print Head/Hotend/Nozzle Type: MK8 - J 

-----

3D Printing Software: Mprint
Supported File Formats: STL/OBJ
Operating System: Windows/MAC/Linux
-----
AC Input: 110V/220V
Power Requirements: 110V/220V 50Hz/60Hz 90W
Connectivity (Interface): SD card & USB
-----
Electronics (Motherboard): Mightyboard
-----
Machine weight: 11 Kg
Shipping box weight: 12 Kg
Machine Dimensions: 332x330x308mm
Shipping box dimensions: 404x378x432mm
Shipping Location: China
Lead Time (Processing/Handling Time): 4 weeks",https://www.3dprintersonlinestore.com/3d-printers/mbot-mini-desktop-3d-printer

92,Athorbot Buddy Couple Dual Extruder 2-in-1 3D Printer.,$580 USD,$550 USD,"Item Condition: New
Manufacturer Warranty: One Year
-----
Layer Height: 0.1-0.3mm (up to you) 
-----
Print size ( X Y Z ): 270*210*200mm
Print Speed:  Normal: 80mm/s, Max.: 200mm/s
Layer Resolution: 100 microns
Filament Diameter: 1.75mm
Filament Compatibility  : PLA, ABS, WOOD, HIPS, NYLON, PVA
Print in multi color: Yes
-----
No.of Extruders: Two
Print Plate (Build Platform): Heated Bed: 3mm aluminum alloy platform
-----
3D Printing Software: Cura, Slic3d, simplify3d, etc.
Supported File Formats: .stl, .obj
Operating System: WIndows, Mac and Linux
-----
Extruder Temperature: Max 250 degree centigrade (Easy to upgrade to dual nozzle, three nozzle, food printer, bio-printer) 
Heating Bed Temperature: Max 100 degree centigrade (Ready to print different filament , PLA, ABS, WOOD, HIPS, NYLON, FLEXIBLE, PC and PET-G) 
-----
Power Requirements: With UL Certification

Input: 100-120V, 6.8A/ 200-240V,3.4A 50/60Hz

Output: 24V/14.6A 

Power cable: with UL Certification and ground line. 
Connectivity (Interface): LCD, USB, SD Card.
-----
Machine weight: 10.5kg
Shipping box weight: 13 kg
Machine Dimensions: 400*425*415 mm
Shipping box dimensions: 520*480*240mm
Shipping Location: China",https://www.3dprintersonlinestore.com/3d-printers/athorbot-buddy-couple

93,Printrbot Simple 3D Printer,$539 USD,,"Manufacturer Warranty: 30 days
-----
Print size ( X Y Z ): 150 x 150 x 150 mm

-----
Print Speed: 30 to 80 mm/sec

-----
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 mm - 0.4 mm

-----
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4 mm 

-----
Filament Compatibility  : PLA
-----
Chassis: Powder coated steel and aluminum body

-----
Extruder Type: Alu Extruder v2 (direct drive)
No.of Extruders: One 
Print Plate (Build Platform): Aluminium plate (Not heated)
Print Head/Hotend/Nozzle Type: Ubis Hot End
-----
3D Printing Software: Cura v15.04
Supported File Formats: STL, G-code
Operating System: Windows, Linux,  Mac
-----
Power Requirements: 12V (6 amp) laptop power supply
Connectivity (Interface): USB

-----

Electronics (Motherboard): Printrbot Rev F Printrboard
-----
Shipping box weight: 8.5 kg
Machine Dimensions: 457 x 431 x 330 mm
Shipping box dimensions: 355 x 254 x 406 mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 1 Business day",https://www.3dprintersonlinestore.com/3d-printers/printrbot-simple-3d-printer

94,Cbot 3D C Box- Fully Assembled Metal Frame 3D Printer,$499 USD,,"Manufacturer Warranty: One year 
-----
Print size ( X Y Z ): 210 x 200 x 180 mm
Print Speed: 30 to 300 mm/sec
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 - 0.4mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA, PETG, Wood, PVA and Flexible Filaments
Print in dual color: No
Print in multi color: No
-----
Chassis: Full Metal
Extruder Type: Direct Drive
No.of Extruders: One
Print Plate (Build Platform): Glass
Print Head/Hotend/Nozzle Type: MK8
-----
3D Printing Software: Cura
Supported File Formats: STL, Gcode 
Operating System: Windows/Mac
-----
Power Requirements: 110-240V AC,1.5A,50/60HZ
Connectivity (Interface): USB, SD card
-----
Electronics (Motherboard): Designed by our company
-----
Machine weight: 12 Kg
Shipping box weight: 15 Kg
Machine Dimensions: 370 x 400 x390 mm
Shipping box dimensions: 470 x440 x480 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/creatbot-tech-c-box-fully-assembled-3d-printer

95,Athorbot Brother Fully-Assembled Desktop 3D Printer,$528 USD,$499 USD,"Item Condition: New
Manufacturer Warranty: One Year
-----
Layer Height: 0.1-0.3mm (up to you) 
-----
Print size ( X Y Z ): 300*300*300mm
Print Speed:  Normal: 80mm/s, Max.: 200mm/s
Layer Resolution: 100 microns
Filament Diameter: 1.75mm
Filament Compatibility  : PLA, ABS, WOOD, HIPS, NYLON, FLEXIBLE, PC and PET-G
-----
Print Plate (Build Platform): Heated Bed: 3mm aluminum alloy platform
-----
3D Printing Software: Cura, Slic3d, simplify3d, etc.
Supported File Formats: .stl, .obj
Operating System: WIndows, Mac and Linux
-----
Extruder Temperature: Max 250 degree centigrade (Easy to upgrade to dual nozzle, three nozzle, food printer, bio-printer) 
Heating Bed Temperature: Max 100 degree centigrade (Ready to print different filament , PLA, ABS, WOOD, HIPS, NYLON, FLEXIBLE, PC and PET-G) 
-----
Power Requirements: With UL Certification

Input: 100-120V, 6.8A/ 200-240V,3.4A 50/60Hz

Output: 24V/14.6A 

Power cable: with UL Certification and ground line. 
Connectivity (Interface): LCD, USB, SD Card.
-----
Machine weight: 16kg
Shipping box weight: 18 kg
Machine Dimensions: 520*430*520mm
Shipping box dimensions: 565*600*240mm
Shipping Location: China",https://www.3dprintersonlinestore.com/3d-printers/athorbot-brother

96,Wanhao Duplicator 7 UV Resin DLP 3D Printer - V 1.5,$699 USD,$475 USD,"Manufacturer Warranty: 3 Months
-----
Print size ( X Y Z ): 120 x 68 x 200 mm
Print Speed: 30mm/hour
Layer Resolution: 50 microns
-----
Supported File Formats: STL
-----
Connectivity (Interface): USB
-----
Machine weight: 12 Kg
Shipping Location: China
Lead Time (Processing/Handling Time): 7 days",https://www.3dprintersonlinestore.com/3d-printers/wanhao-d7-resin-3d-printer

97,Wanhao Duplicator i3 Plus - Steel Frame,$699 USD,$443 USD,"Item Condition: New
Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 200 x 200 x 180 mm



-----
Print Speed: 30 to 90 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1 -0.4 mm
Filament Diameter: 1.75 mm 
Nozzle Diameter: 0.4 mm

-----
Filament Compatibility  : PLA, ABS, PVA, Stainless Steel, NinjaFlex, Nylon, HIPS, Woodfill, LayBrick, CopperFILL, BronzeFILL, MOLDLAY, Conductive, Carbon Fiber, Polyurethane plus more!
-----
Chassis: Steel
Extruder Type: MK10 Single-Extruder
No.of Extruders: One
Print Plate (Build Platform): Heated Bed Plate and Wanhao Adhesive Sheet
Print Head/Hotend/Nozzle Type: MK10 
-----
3D Printing Software: CURA, MatterControl, Simplify 3D
Supported File Formats: .STL GCode
Operating System: Windows/MAC/Linux

-----

Extruder Temperature: 240Â°C to 260Â°C
-----
Power Requirements: 100 to 240V AC
Connectivity (Interface): USB Port,SD card
-----
Machine weight: 10 Kg
Shipping box weight: 22 Kg
Machine Dimensions: 400 x 410 x 400 mm
Shipping box dimensions: 470 x 200 x 780 mm 
Shipping Location: China
Lead Time (Processing/Handling Time): 7 business days",https://www.3dprintersonlinestore.com/3d-printers/wanhao-i3-plus-3d-printer

98,Tevo 3D Tornado - Fully Assembled Large Metal Frame 3D Printer,$435 USD,$399 USD,"Item Condition: New
Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 300 x 300 x 400 mm
Print Speed: 30 to 150 mm/sec
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 mm
Filament Diameter: 1.75mm
Nozzle Diameter:  0.4mm (customized 0.3mm/0.2mm)

-----
Filament Compatibility  : PLA, ABS, PETG, Wood, PVA and Flexible Filaments 
Print in dual color: No
Print in multi color: No
-----
Chassis: Full Aluminum Frames
Extruder Type: Full Metal E3D Bowden long distance Extruder with Titan
No.of Extruders: Single
Print Plate (Build Platform): MK3 - Integrated aluminum plate and heatbed
Stepper Motors: NEMA 17
-----
3D Printing Software: Cura, Repetier-Host
Supported File Formats: STL, G-code
Operating System: Windows, Linux,  Mac
-----
Extruder Temperature: Recommended extruder temperature: 210Â°C (the maximum can be set to 260Â°C

-----
Heating Bed Temperature: Heating plate temperature: 60-120Â°C (proper winter warming and summer appropriate cooling)

-----

AC Input: 0.89A
Power Requirements: 220V, 250W, 50Hz
Connectivity (Interface): TF card or USB, LCD display and SD card reader
-----
Electronics (Motherboard): MKS Base
-----
Machine weight: 14 Kg
Shipping box weight: 18 Kg
Machine Dimensions: 560X 600X620mm
Shipping box dimensions: 660X 560X 310mm
Shipping Location: China
Lead Time (Processing/Handling Time): 4 to 5 Business days",https://www.3dprintersonlinestore.com/3d-printers/tevo-tornado

99,Printrbot Play 3D Printer,$499 USD,$399 USD,"Manufacturer Warranty: 30 days
-----
Print size ( X Y Z ): 100 x 100 x 130 mm

-----
Print Speed: 30 to 80 mm/sec

-----
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 mm - 0.4 mm

-----
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4 mm 

-----
Filament Compatibility  : PLA
-----
Chassis: Powder coated steel and aluminum body

-----
Extruder Type: Alu Extruder v2 (direct drive)
No.of Extruders: One 
Print Plate (Build Platform): Aluminium plate (Not heated) 
Print Head/Hotend/Nozzle Type: Ubis Hot End
-----
3D Printing Software: Cura v15.04
Supported File Formats: STL, G-code
Operating System: Windows, Linux,  Mac
-----
Power Requirements: 12V (6 amp) laptop power supply
Connectivity (Interface): USB

-----

Electronics (Motherboard): Printrbot Rev F Printrboard
-----
Shipping box weight: 6.8 kg

-----
Machine Dimensions: 355 x 279 x 304 mm
Shipping box dimensions: 520 * 470 * 240 mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 1 Business day",https://www.3dprintersonlinestore.com/3d-printers/printrbot-play-3d-printer

100,Flashforge Finder 3D Printer,$499 USD,$399 USD,"Manufacturer Warranty: 3 months
-----
Print size ( X Y Z ): 140 x 140 x 140 mm
Print Speed: 30 to 100 mm/sec
Layer Resolution: 100 to 500 microns
Print Precision (Layer Thickness) : 0.1 mm
Filament Diameter: 1.75 mm 
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA
Print in dual color: No
Print in multi color: No
-----
Chassis: Plastic Alloy
No.of Extruders: One
Print Plate (Build Platform): Non HeatBed 
-----
3D Printing Software: FlashPrint
Supported File Formats: STL, OBJ
Operating System: Windows 7/ 8 / Vista

Mac OS X
-----
Power Requirements: 115-230 V, 50-60 Hz, 150 W
Connectivity (Interface): Wi-Fi, USB Cable, USB Stick.
-----
Machine weight: 20 Kg
Shipping box weight: 28 Kg
Machine Dimensions: 420 x 420 x 420 mm
Shipping box dimensions: 500 x 500 x 500 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 2 Business days",https://www.3dprintersonlinestore.com/3d-printers/flashforge-finder-fdm-3d-printer

101,Anet E12 Large Scale Full Metal 3D Printer Kit,$399 USD,$390 USD,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Technology: FDM
-----
Layer Thickness: 0.1-0.4 mm
X Y Axis Position Accuracy: 0.012mm  
Z Axis Position Accuracy: 0.004mm
Print size ( X Y Z ): 300*300*400mm
Print Speed: 30~120mm/s
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : ABS/PLA/HIPS
-----
Chassis: Aluminum
No.of Extruders: 1
-----
3D Printing Software: Cura, Simplify3D
Supported File Formats: STL, GCODE
Operating System: Win/Linux/Mac
-----
Extruder Temperature: 260ÂºC Max
Heating Bed Temperature: 100ÂºC
-----
AC Input: 12 Voltage DC
Power Requirements: 110V/220V AC, 50/60Hz
Connectivity (Interface): SD Card, USB line
-----
Machine weight: 8 kg
Shipping box weight: 10 kg
Machine Dimensions: 405*440*495 mm
Shipping box dimensions: 510*490*165mm
Shipping Location: China, USA, Germany, Russia",https://www.3dprintersonlinestore.com/3d-printers/anet-e12-3d-printer

102,Geeetech Me Creator 3D Printer V 2.0 - Free Shipping,$438 USD,$385 USD,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Print size ( X Y Z ): 160 x 160 x 160 mm
Print Speed: 60 to 80 mm/sec
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.1 mm
Filament Diameter: 1.75 mm 



-----
Nozzle Diameter: 0.3 mm



-----
Filament Compatibility  : ABS/PLA/flexible PLA/wood-polymer
-----
Chassis: powder-coated steel
Extruder Type: MK8 
No.of Extruders: One

-----
Print Plate (Build Platform): MK2A Heatbed
Print Head/Hotend/Nozzle Type: MK8 
Stepper Motors: 1.8 degree step angle with 1/16 micro-stepping 
-----
3D Printing Software: Repetier Host, Printrun, Cura
Supported File Formats: .STL, G code

-----
Operating System: Windows, Linux, Mac

-----

Extruder Temperature: 240 degree C
Heating Bed Temperature: 110 degree C
-----
AC Input: 110V/220V 360W,  DC12V/29A

-----
Connectivity (Interface): USB, SD Card

-----

Electronics (Motherboard): GT2560
-----
Machine weight: 9.05kg
Shipping box weight: 10 Kg
Machine Dimensions: 320x320x360 mm 
Shipping box dimensions: 460x460x410mm
Shipping Location: China
Lead Time (Processing/Handling Time): 4 Business Days",https://www.3dprintersonlinestore.com/3d-printers/desktop-me-creator-3d-printer

103,Anet E10 Large Scale Full Metal 3D Printer Kit,$399 USD,$359 USD,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Technology: FDM
-----
Layer Thickness: 0.1-0.4 mm
X Y Axis Position Accuracy: 0.012mm  
Z Axis Position Accuracy: 0.004mm
Print size ( X Y Z ): 220*270*300mm
Print Speed: 30~120mm/s
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : ABS/PLA/HIPS
-----
Chassis: Aluminum
No.of Extruders: 1
-----
3D Printing Software: Cura, Simplify3D
Supported File Formats: STL, GCODE
Operating System: Win/Linux/Mac
-----
Extruder Temperature: 260ÂºC Max
Heating Bed Temperature: 100ÂºC
-----
AC Input: 12 Voltage DC
Power Requirements: 110V/220V AC, 50/60Hz
Connectivity (Interface): SD Card, USB line
-----
Machine weight: 8 kg
Shipping box weight: 10 kg
Machine Dimensions: 405*440*495 mm
Shipping box dimensions: 510*490*165mm
Shipping Location: China, USA, Germany, Russia",https://www.3dprintersonlinestore.com/3d-printers/anet-e10-3d-printer

104,Weistek Ideawerk - Portable 3D Printer for professionals,$799 USD,$439 USD,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 150 x 150 x 140 mm
Print Speed: 30 to 150 mm/sec
Layer Resolution: 180 microns
Print Precision (Layer Thickness) : 0.2 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm

-----
Filament Compatibility  : PLA
Print in dual color: No
Print in multi color: No
-----
No.of Extruders: One
-----
3D Printing Software: Doraware or ReplicatorG
Supported File Formats: STL/X3G/Gcode
Operating System: Windows

-----

AC Input: 100 to 240V
Power Requirements: 64 W
Connectivity (Interface): Printing by computer: USB cable

Offline printing: SD Card

-----

Machine weight: 7.5kg
Shipping box weight: 15.4 Kg
Machine Dimensions: 298mm(L)*221mm(W)*403mm(H)
Shipping box dimensions: 435mm(L)*410mm(W)*286mm(H)
Shipping Location: China
Lead Time (Processing/Handling Time): 5 Business days",https://www.3dprintersonlinestore.com/3d-printers/ideawerk-mini-3d-printer

105,Wanhao i3 Fully Assembled - Steel Frame - Version V2.1,$499 USD,$358 USD,"Item Condition: New
Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 200 x 200 x 180 mm



-----
Print Speed: 30 to 90 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1 -0.4 mm
Filament Diameter: 1.75 mm 
Nozzle Diameter: 0.4 mm

-----
Filament Compatibility  : PLA, ABS, PVA, NinjaFlex, Nylon, LayWoo-D3, LayBrick, CopperFILL, BronzeFILL, MOLDLAY, Conductive, plus more!
Print in dual color: Yes by Changing Filament
Print in multi color: Yes by Changing Filament
-----
Chassis: Steel
Extruder Type: MK10 Single-Extruder (with Steel X-Carriage)
No.of Extruders: One
Print Plate (Build Platform): i3 MK3 heating board plate, aluminium plate
Print Head/Hotend/Nozzle Type: MK10 
-----
3D Printing Software: Repetier (Opensource), CURA (Opensource), Simplify 3D
Supported File Formats: .STL GCode
Operating System: Windows/MAC/Linux

-----

Extruder Temperature: 260Â°C
-----
AC Input: 240 W,  0.89 A
Power Requirements: 110V or 220V , 50 Hz
Connectivity (Interface): via TF card or USB,SD card
-----
Electronics (Motherboard): Reprap MELZI i3
-----
Machine weight: 10 Kg
Shipping box weight: 22 Kg
Machine Dimensions: 400 x 410 x 400 mm
Shipping box dimensions: 470 x 200 x 780 mm 
Shipping Location: China
Lead Time (Processing/Handling Time): 4 business days",https://www.3dprintersonlinestore.com/3d-printers/professional-prusa-i3-wanhao

106,Micro 3D - The First Truly Consumer 3D Printer,$349 USD,,"Manufacturer Warranty: 3 Months (Standard Edition), 1 Year (Retail Edition).  
-----
Print size ( X Y Z ): 109 x 113 x 116 mm
Layer Resolution: 50 to 350 microns
Print Precision (Layer Thickness) : 0.05 mm
Filament Diameter: 1.75 mm 
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS, PLA, Nylon and Chameleon
Print Plate Size: 128  x 128 mm
-----
No.of Extruders: One
-----
3D Printing Software: M3D software
Supported File Formats: .stl, .obj, .xyz
Operating System: Windows and MAC
-----
Power Requirements: 5 V and 15 W
Connectivity (Interface): USB
-----
Machine weight: 1 Kg
Shipping box weight: 3 Kg
Shipping Location: USA
Lead Time (Processing/Handling Time): 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/micro-3d-printer

107,Geeetech E180 High Precision Mini 3D Printer,$298 USD,,"Item Condition: New
Manufacturer Warranty: 12 Months
-----
Technology: FDM
-----
Print size ( X Y Z ): 130*130*130 mm 
Print Speed: 80-110mm/s recommended
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.1 mm
Filament Diameter: 1.75mm 
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA
-----
Chassis: Metal plate + injection molding
No.of Extruders: One
Print Plate (Build Platform): MK2A Heatbed
-----
3D Printing Software: Easyprint 3D
Supported File Formats: STL, G-code
Operating System: Windows
-----
Extruder Temperature: 230 degree C
Heating Bed Temperature: 110 degree C
-----
AC Input: 100-120VAC/4.8A or 200-240VAC/2.4
Power Requirements: 300W,  DC12V/ 29A
Connectivity (Interface): Wi-Fi, USB, TF card
-----
Machine weight: 4.5 kg
Shipping box weight: 6.5 Kg
Machine Dimensions: 284*156*320mm
Shipping box dimensions: 374*267*386 mm",https://www.3dprintersonlinestore.com/3d-printers/geeetech-e180-3d-printer

108,Anycubic i3 Mega Large 3D Printer Kit,$345 USD,$277 USD,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Layer Height: X/Y/Z 0.01mm
Technology: FDM
-----
Print size ( X Y Z ):  210 x 210 x 205mm	
Print Speed: 20~60mm/s
Layer Resolution: 0.1-0.4 mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : PLA, ABS, HIPS, Wood
-----
No.of Extruders: 1
-----
3D Printing Software: Cura, Simplify3D
Supported File Formats: STL, .OBJ, .AMF, GCODE
-----
Extruder Temperature: 260ÂºC Max
Heating Bed Temperature: 100ÂºC
-----
AC Input: 12 Voltage DC
Power Requirements: 110V/220V AC, 50/60Hz
Connectivity (Interface): SD Card, USB line
-----
Machine weight: 16.5kg
Shipping box weight: 17 kg
Machine Dimensions: 405mm x 410mm x453mm
Shipping box dimensions: 560x260x250mm
Shipping Location: China, USA, Germany, Spain, Australia",https://www.3dprintersonlinestore.com/3d-printers/anycubic-i3-mega-3d-printer

109,Createbot Scorpion Touch i3 3D Printer Fully Assembled,$399 USD,$249 USD,"Item Condition: New
Manufacturer Warranty: 6 Months
-----
Print size ( X Y Z ): 214 x 202 x 230 mm
Print Speed: 40 to 60 mm/sec
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 to 0.3 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.5 mm
Filament Compatibility  : PLA, ABS,PETG, Wood, PVA and Flexible Filaments. 
-----
Chassis: Metal Frame
Extruder Type: Direct Drive
No.of Extruders: Single/ Dual (Optional)
Print Plate (Build Platform): Heated Bed
-----
3D Printing Software: Createbot software/Cura/Simplify3D
Supported File Formats: STL, OBJ, DAE, BMP
Operating System: Windows/MAC/Linux
-----
Extruder Temperature: 260 Degree C
-----
Power Requirements: 100 to 240 V, 150 W
Connectivity (Interface): USB, SD card reader, U Disk and Online Cloud Print.

-----

Electronics (Motherboard): 8825 Subdivision Driver, 2.8 Inch Color Multi Touch Screen
-----
Machine weight: 6.5 kg
Shipping box weight: 7.5 kg
Machine Dimensions: 497 x 516 x 443 mm
Shipping box dimensions: 510 x 295 x 220 mm
Shipping Location: China.
Lead Time (Processing/Handling Time): 4 to 6 Business days",https://www.3dprintersonlinestore.com/3d-printers/createbot-scorpion-i3

110,Createbot Super Mini - Light Weight Metal Frame 3D Printer,$399 USD,$240 USD,"Manufacturer Warranty: 6 Months
-----
Print size ( X Y Z ): 85 x 80 x 94 mm
Print Speed: 20 to 40 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.05 to 0.3 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA
-----
Chassis: Full Metal
Extruder Type: Direct Drive
No.of Extruders: One
Print Plate (Build Platform): PCB
-----
3D Printing Software: Createbot software
Supported File Formats: STL, OBJ
Operating System: Windows/MAC/Linux
-----
Power Requirements: 100 V to 240 V, 50 W
Connectivity (Interface): USB and SD card reader

-----

Machine weight: 3 Kg
Shipping box weight: 5 Kg
Machine Dimensions: 188 x 187 x 230 mm
Shipping box dimensions: 230 x 230 x 305 mm
Shipping Location: China.
Lead Time (Processing/Handling Time): 2 to 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/createbot-super-mini-fdm-3d-printer

111,Wanhao Duplicator i3 Mini,$270 USD,$229 USD,"Item Condition: New
Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 150mm x 150mm x 115mm
Layer Resolution: 0.1mm
Filament Diameter: 1.75mm
Filament Compatibility  : PLA, ABS, PVA, Stainless Steel, NinjaFlex, Nylon, HIPS, Woodfill, LayBrick, CopperFILL, BronzeFILL, MOLDLAY, Conductive, Carbon Fiber, Polyurethane plus more!
-----
Chassis: Steel Frame (Powder Coated Black)
Extruder Type: MK10 Single-Extruder
Print Plate (Build Platform): Non Heated Bed Plate and Wanhao Adhesive Sheet
-----
3D Printing Software: CURA (Wanhao Edition), MatterControl (Free Download Online), Simplify 3D 
Supported File Formats: Gcode
-----
Extruder Temperature: 260Â°C (Short-term), 240Â°C (Long-term)
-----
Connectivity (Interface): SD Card & USB
-----
Machine weight: 7kg
Shipping box weight: 10kg
Machine Dimensions: 385 x 435 x 330mm
Shipping Location: China",https://www.3dprintersonlinestore.com/3d-printers/wanhao-i3-mini-3d-printer

112,Anycubic Kossel Delta 3D Printer Kit Pulley and Linear Plus V2.0,$285 USD,$205 USD,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Layer Height: X/Y/Z 0.01mm
Technology: FDM
-----
Print size ( X Y Z ): 180Ã—300 mm for Pulley

230Ã—330 mm for Linear Plusâ€‹
Print Speed: 20~60mm/s
Layer Resolution: 0.1-0.4 mm
Nozzle Diameter: 0.4mm
